"Barking and Dagenham","1011","White - British","955"
"Barking and Dagenham","1011","Black or Black British - African","50"
"Barking and Dagenham","1011","Asian or Asian British - Indian","20"
"Barking and Dagenham","1011","Black or Black British - Caribbean","20"
"Barking and Dagenham","1011","Asian or Asian British - Pakistani","20"
"Barking and Dagenham","1011","White - Any Other White Background","20"
"Barking and Dagenham","1011","White - Irish","20"
"Barking and Dagenham","1011","Asian or Asian British - Any Other Asian Background","15"
"Barking and Dagenham","1011","Black or Black British - Other Black Background","10"
"Barking and Dagenham","1011","Unknown - Refused","0"
"Barking and Dagenham","1011","Mixed - Any Other Mixed Background","0"
"Barking and Dagenham","1011","White - Traveller of Irish Heritage","0"
"Barking and Dagenham","1011","Unknown - Information Not Yet Obtained","0"
"Barking and Dagenham","1011","Mixed - White and Black Caribbean","0"
"Barking and Dagenham","1011","Chinese or other ethnic group - Chinese","0"
"Barking and Dagenham","1011","White - Gypsy / Roma","0"
"Barking and Dagenham","1011","Mixed - White and Black African","0"
"Barking and Dagenham","1011","Chinese or other ethnic group - Any Other Ethnic Group","0"
"Barking and Dagenham","1011","Mixed - White and Asian","0"
"Barking and Dagenham","1011","Asian or Asian British - Bangladeshi","0"
"Barnet","1011","White - British","1390"
"Barnet","1011","White - Any Other White Background","315"
"Barnet","1011","Asian or Asian British - Indian","125"
"Barnet","1011","Chinese or other ethnic group - Any Other Ethnic Group","95"
"Barnet","1011","Black or Black British - African","80"
"Barnet","1011","White - Irish","75"
"Barnet","1011","Asian or Asian British - Any Other Asian Background","55"
"Barnet","1011","Black or Black British - Other Black Background","30"
"Barnet","1011","Black or Black British - Caribbean","25"
"Barnet","1011","Unknown - Information Not Yet Obtained","20"
"Barnet","1011","Chinese or other ethnic group - Chinese","15"
"Barnet","1011","Asian or Asian British - Pakistani","15"
"Barnet","1011","Asian or Asian British - Bangladeshi","5"
"Barnet","1011","Unknown - Refused","5"
"Barnet","1011","Mixed - Any Other Mixed Background","5"
"Barnet","1011","Mixed - White and Black Caribbean","5"
"Barnet","1011","Mixed - White and Asian","5"
"Barnet","1011","White - Traveller of Irish Heritage","0"
"Barnet","1011","White - Gypsy / Roma","0"
"Barnet","1011","Mixed - White and Black African","0"
"Barnsley","1011","White - British","1885"
"Barnsley","1011","Unknown - Information Not Yet Obtained","70"
"Barnsley","1011","White - Any Other White Background","15"
"Barnsley","1011","White - Irish","10"
"Barnsley","1011","Chinese or other ethnic group - Any Other Ethnic Group","5"
"Barnsley","1011","Asian or Asian British - Pakistani","5"
"Barnsley","1011","Mixed - Any Other Mixed Background","5"
"Barnsley","1011","White - Traveller of Irish Heritage","5"
"Barnsley","1011","Chinese or other ethnic group - Chinese","0"
"Barnsley","1011","Asian or Asian British - Indian","0"
"Barnsley","1011","White - Gypsy / Roma","0"
"Barnsley","1011","Black or Black British - Caribbean","0"
"Barnsley","1011","Mixed - White and Black African","0"
"Barnsley","1011","Black or Black British - African","0"
"Barnsley","1011","Mixed - White and Asian","0"
"Barnsley","1011","Asian or Asian British - Bangladeshi","0"
"Barnsley","1011","Unknown - Refused","0"
"Barnsley","1011","Black or Black British - Other Black Background","0"
"Barnsley","1011","Asian or Asian British - Any Other Asian Background","0"
"Barnsley","1011","Mixed - White and Black Caribbean","0"
"Bath and North East Somerset UA","1011","White - British","2310"
"Bath and North East Somerset UA","1011","Unknown - Information Not Yet Obtained","45"
"Bath and North East Somerset UA","1011","White - Any Other White Background","40"
"Bath and North East Somerset UA","1011","White - Irish","15"
"Bath and North East Somerset UA","1011","Black or Black British - Caribbean","10"
"Bath and North East Somerset UA","1011","Asian or Asian British - Indian","5"
"Bath and North East Somerset UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","5"
"Bath and North East Somerset UA","1011","Black or Black British - African","5"
"Bath and North East Somerset UA","1011","Mixed - Any Other Mixed Background","5"
"Bath and North East Somerset UA","1011","Mixed - White and Black Caribbean","5"
"Bath and North East Somerset UA","1011","Chinese or other ethnic group - Chinese","0"
"Bath and North East Somerset UA","1011","White - Gypsy / Roma","0"
"Bath and North East Somerset UA","1011","Mixed - White and Black African","0"
"Bath and North East Somerset UA","1011","Asian or Asian British - Pakistani","0"
"Bath and North East Somerset UA","1011","Mixed - White and Asian","0"
"Bath and North East Somerset UA","1011","Asian or Asian British - Bangladeshi","0"
"Bath and North East Somerset UA","1011","Unknown - Refused","0"
"Bath and North East Somerset UA","1011","Black or Black British - Other Black Background","0"
"Bath and North East Somerset UA","1011","White - Traveller of Irish Heritage","0"
"Bath and North East Somerset UA","1011","Asian or Asian British - Any Other Asian Background","0"
"Bedford UA","1011","White - British","1270"
"Bedford UA","1011","White - Any Other White Background","105"
"Bedford UA","1011","Asian or Asian British - Indian","50"
"Bedford UA","1011","Unknown - Information Not Yet Obtained","45"
"Bedford UA","1011","Black or Black British - Caribbean","35"
"Bedford UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","30"
"Bedford UA","1011","Asian or Asian British - Pakistani","30"
"Bedford UA","1011","Asian or Asian British - Any Other Asian Background","20"
"Bedford UA","1011","White - Irish","15"
"Bedford UA","1011","Asian or Asian British - Bangladeshi","15"
"Bedford UA","1011","Black or Black British - Other Black Background","15"
"Bedford UA","1011","Black or Black British - African","5"
"Bedford UA","1011","Mixed - White and Black African","0"
"Bedford UA","1011","Mixed - White and Asian","0"
"Bedford UA","1011","Unknown - Refused","0"
"Bedford UA","1011","Mixed - Any Other Mixed Background","0"
"Bedford UA","1011","White - Traveller of Irish Heritage","0"
"Bedford UA","1011","Mixed - White and Black Caribbean","0"
"Bedford UA","1011","Chinese or other ethnic group - Chinese","0"
"Bedford UA","1011","White - Gypsy / Roma","0"
"Bexley","1011","White - British","1785"
"Bexley","1011","Unknown - Information Not Yet Obtained","230"
"Bexley","1011","White - Any Other White Background","70"
"Bexley","1011","Chinese or other ethnic group - Any Other Ethnic Group","40"
"Bexley","1011","Asian or Asian British - Indian","35"
"Bexley","1011","Black or Black British - African","30"
"Bexley","1011","White - Irish","20"
"Bexley","1011","Asian or Asian British - Any Other Asian Background","20"
"Bexley","1011","Unknown - Refused","15"
"Bexley","1011","Black or Black British - Other Black Background","15"
"Bexley","1011","Asian or Asian British - Bangladeshi","5"
"Bexley","1011","Mixed - Any Other Mixed Background","5"
"Bexley","1011","Mixed - White and Black Caribbean","5"
"Bexley","1011","Black or Black British - Caribbean","5"
"Bexley","1011","Mixed - White and Asian","0"
"Bexley","1011","White - Traveller of Irish Heritage","0"
"Bexley","1011","Chinese or other ethnic group - Chinese","0"
"Bexley","1011","White - Gypsy / Roma","0"
"Bexley","1011","Mixed - White and Black African","0"
"Bexley","1011","Asian or Asian British - Pakistani","0"
"Birmingham","1011","White - British","10325"
"Birmingham","1011","Asian or Asian British - Pakistani","1285"
"Birmingham","1011","Black or Black British - Caribbean","1195"
"Birmingham","1011","White - Irish","665"
"Birmingham","1011","Unknown - Information Not Yet Obtained","655"
"Birmingham","1011","Asian or Asian British - Indian","590"
"Birmingham","1011","Asian or Asian British - Any Other Asian Background","330"
"Birmingham","1011","Chinese or other ethnic group - Any Other Ethnic Group","315"
"Birmingham","1011","White - Any Other White Background","280"
"Birmingham","1011","Black or Black British - African","210"
"Birmingham","1011","Asian or Asian British - Bangladeshi","155"
"Birmingham","1011","Black or Black British - Other Black Background","115"
"Birmingham","1011","Mixed - White and Black Caribbean","90"
"Birmingham","1011","Mixed - Any Other Mixed Background","45"
"Birmingham","1011","Chinese or other ethnic group - Chinese","40"
"Birmingham","1011","Mixed - White and Asian","25"
"Birmingham","1011","Mixed - White and Black African","20"
"Birmingham","1011","Unknown - Refused","15"
"Birmingham","1011","White - Traveller of Irish Heritage","0"
"Birmingham","1011","White - Gypsy / Roma","0"
"Blackburn with Darwen UA","1011","White - British","1420"
"Blackburn with Darwen UA","1011","Asian or Asian British - Pakistani","135"
"Blackburn with Darwen UA","1011","Asian or Asian British - Indian","80"
"Blackburn with Darwen UA","1011","Asian or Asian British - Any Other Asian Background","50"
"Blackburn with Darwen UA","1011","White - Any Other White Background","40"
"Blackburn with Darwen UA","1011","White - Irish","15"
"Blackburn with Darwen UA","1011","Unknown - Information Not Yet Obtained","10"
"Blackburn with Darwen UA","1011","Mixed - White and Black Caribbean","5"
"Blackburn with Darwen UA","1011","Black or Black British - African","5"
"Blackburn with Darwen UA","1011","Chinese or other ethnic group - Chinese","0"
"Blackburn with Darwen UA","1011","White - Gypsy / Roma","0"
"Blackburn with Darwen UA","1011","Black or Black British - Caribbean","0"
"Blackburn with Darwen UA","1011","Mixed - White and Black African","0"
"Blackburn with Darwen UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","0"
"Blackburn with Darwen UA","1011","Mixed - White and Asian","0"
"Blackburn with Darwen UA","1011","Asian or Asian British - Bangladeshi","0"
"Blackburn with Darwen UA","1011","Unknown - Refused","0"
"Blackburn with Darwen UA","1011","Black or Black British - Other Black Background","0"
"Blackburn with Darwen UA","1011","Mixed - Any Other Mixed Background","0"
"Blackburn with Darwen UA","1011","White - Traveller of Irish Heritage","0"
"Blackpool UA","1011","White - British","1695"
"Blackpool UA","1011","Unknown - Information Not Yet Obtained","30"
"Blackpool UA","1011","White - Any Other White Background","25"
"Blackpool UA","1011","White - Irish","20"
"Blackpool UA","1011","White - Traveller of Irish Heritage","0"
"Blackpool UA","1011","Asian or Asian British - Any Other Asian Background","0"
"Blackpool UA","1011","Mixed - White and Black Caribbean","0"
"Blackpool UA","1011","Chinese or other ethnic group - Chinese","0"
"Blackpool UA","1011","Asian or Asian British - Indian","0"
"Blackpool UA","1011","White - Gypsy / Roma","0"
"Blackpool UA","1011","Black or Black British - Caribbean","0"
"Blackpool UA","1011","Mixed - White and Black African","0"
"Blackpool UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","0"
"Blackpool UA","1011","Asian or Asian British - Pakistani","0"
"Blackpool UA","1011","Black or Black British - African","0"
"Blackpool UA","1011","Mixed - White and Asian","0"
"Blackpool UA","1011","Asian or Asian British - Bangladeshi","0"
"Blackpool UA","1011","Unknown - Refused","0"
"Blackpool UA","1011","Black or Black British - Other Black Background","0"
"Blackpool UA","1011","Mixed - Any Other Mixed Background","0"
"Bolton","1011","White - British","3590"
"Bolton","1011","Asian or Asian British - Indian","125"
"Bolton","1011","Asian or Asian British - Pakistani","55"
"Bolton","1011","Asian or Asian British - Any Other Asian Background","40"
"Bolton","1011","White - Any Other White Background","40"
"Bolton","1011","White - Irish","35"
"Bolton","1011","Chinese or other ethnic group - Any Other Ethnic Group","25"
"Bolton","1011","Black or Black British - African","20"
"Bolton","1011","Unknown - Information Not Yet Obtained","15"
"Bolton","1011","Mixed - Any Other Mixed Background","5"
"Bolton","1011","Black or Black British - Caribbean","5"
"Bolton","1011","Mixed - White and Asian","5"
"Bolton","1011","Asian or Asian British - Bangladeshi","0"
"Bolton","1011","Unknown - Refused","0"
"Bolton","1011","Black or Black British - Other Black Background","0"
"Bolton","1011","White - Traveller of Irish Heritage","0"
"Bolton","1011","Mixed - White and Black Caribbean","0"
"Bolton","1011","Chinese or other ethnic group - Chinese","0"
"Bolton","1011","White - Gypsy / Roma","0"
"Bolton","1011","Mixed - White and Black African","0"
"Bournemouth UA","1011","White - British","1875"
"Bournemouth UA","1011","Unknown - Information Not Yet Obtained","310"
"Bournemouth UA","1011","White - Any Other White Background","30"
"Bournemouth UA","1011","Unknown - Refused","25"
"Bournemouth UA","1011","White - Irish","20"
"Bournemouth UA","1011","Asian or Asian British - Any Other Asian Background","20"
"Bournemouth UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","10"
"Bournemouth UA","1011","Black or Black British - African","0"
"Bournemouth UA","1011","Mixed - White and Asian","0"
"Bournemouth UA","1011","Asian or Asian British - Bangladeshi","0"
"Bournemouth UA","1011","Black or Black British - Other Black Background","0"
"Bournemouth UA","1011","Mixed - Any Other Mixed Background","0"
"Bournemouth UA","1011","White - Traveller of Irish Heritage","0"
"Bournemouth UA","1011","Mixed - White and Black Caribbean","0"
"Bournemouth UA","1011","Chinese or other ethnic group - Chinese","0"
"Bournemouth UA","1011","Asian or Asian British - Indian","0"
"Bournemouth UA","1011","White - Gypsy / Roma","0"
"Bournemouth UA","1011","Black or Black British - Caribbean","0"
"Bournemouth UA","1011","Mixed - White and Black African","0"
"Bournemouth UA","1011","Asian or Asian British - Pakistani","0"
"Bracknell Forest UA","1011","White - British","2130"
"Bracknell Forest UA","1011","Unknown - Information Not Yet Obtained","60"
"Bracknell Forest UA","1011","White - Any Other White Background","60"
"Bracknell Forest UA","1011","Asian or Asian British - Indian","20"
"Bracknell Forest UA","1011","Chinese or other ethnic group - Chinese","10"
"Bracknell Forest UA","1011","Chinese or other ethnic group - Any Other Ethnic Group","10"
"Bracknell Forest UA","1011","White - Irish","10"
"Bracknell Forest UA","1011","Asian or Asian British - Bangladeshi","10"
"Bracknell Forest UA","1011","Unknown - Refused","10"
"Bracknell Forest UA","1011","Black or Black British - Other Black Background","10"
"Bracknell Forest UA","1011","Mixed - White and Black Caribbean","0"
"Bracknell Forest UA","1011","White - Gypsy / Roma","0"
"Bracknell Forest UA","1011","Black or Black British - Caribbean","0"
"Bracknell Forest UA","1011","Mixed - White and Black African","0"
"Bracknell Forest UA","1011","Asian or Asian British - Pakistani","0"
"Bracknell Forest UA","1011","Black or Black British - African","0"
"Bracknell Forest UA","1011","Mixed - White and Asian","0"
"Bracknell Forest UA","1011","Mixed - Any Other Mixed Background","0"
"Bracknell Forest UA","1011","White - Traveller of Irish Heritage","0"
"Bracknell Forest UA","1011","Asian or Asian British - Any Other Asian Background","0"
